station #,packets_transmitted,collisions,collision_prob
176,238,57,0.23949579831932774
177,404,63,0.15594059405940594
178,353,72,0.20396600566572237
179,220,44,0.2
180,275,65,0.23636363636363636
181,387,92,0.23772609819121446
182,97,20,0.20618556701030927
183,336,67,0.19940476190476192
184,261,73,0.2796934865900383
185,165,44,0.26666666666666666
186,150,40,0.26666666666666666
187,295,70,0.23728813559322035
188,146,42,0.2876712328767123
189,369,60,0.16260162601626016
190,268,61,0.22761194029850745
191,398,73,0.18341708542713567
192,360,57,0.15833333333333333
193,337,78,0.2314540059347181
194,149,32,0.21476510067114093
195,375,95,0.25333333333333335
196,300,71,0.23666666666666666
197,136,34,0.25
198,232,54,0.23275862068965517
199,85,21,0.24705882352941178
200,104,26,0.25
201,392,103,0.2627551020408163
202,288,58,0.2013888888888889
203,165,38,0.23030303030303031
204,123,25,0.2032520325203252
205,239,74,0.30962343096234307
206,219,51,0.2328767123287671
207,76,14,0.18421052631578946
208,232,43,0.1853448275862069
209,148,34,0.22972972972972974
210,341,72,0.21114369501466276
211,182,36,0.1978021978021978
212,301,67,0.22259136212624583
213,384,59,0.15364583333333334
214,243,43,0.17695473251028807
215,390,89,0.2282051282051282
216,131,32,0.24427480916030533
217,392,61,0.1556122448979592
218,122,26,0.21311475409836064
219,90,21,0.23333333333333334
220,327,72,0.22018348623853212
221,198,55,0.2777777777777778
222,193,39,0.20207253886010362
223,319,85,0.2664576802507837
224,178,58,0.3258426966292135
225,215,52,0.24186046511627907
226,423,104,0.2458628841607565
227,225,61,0.27111111111111114
228,367,73,0.1989100817438692
229,169,41,0.24260355029585798
230,271,72,0.2656826568265683
231,140,22,0.15714285714285714
232,136,32,0.23529411764705882
233,322,71,0.2204968944099379
234,262,55,0.2099236641221374
235,246,56,0.22764227642276422
236,419,86,0.2052505966587112
237,124,24,0.1935483870967742
238,192,40,0.20833333333333334
239,215,56,0.26046511627906976
240,111,24,0.21621621621621623
241,254,54,0.2125984251968504
242,157,31,0.19745222929936307
243,109,30,0.27522935779816515
244,187,43,0.22994652406417113
245,101,23,0.22772277227722773
246,320,60,0.1875
247,264,58,0.2196969696969697
248,227,53,0.23348017621145375
249,348,71,0.20402298850574713
250,124,25,0.20161290322580644
251,161,32,0.19875776397515527
252,216,39,0.18055555555555555
253,346,83,0.2398843930635838
254,99,20,0.20202020202020202
255,156,24,0.15384615384615385
256,310,75,0.24193548387096775
257,142,29,0.20422535211267606
258,123,28,0.22764227642276422
259,336,89,0.2648809523809524
260,89,18,0.20224719101123595
261,122,24,0.19672131147540983
262,228,47,0.20614035087719298
263,200,40,0.2
264,340,77,0.22647058823529412
265,367,88,0.23978201634877383
266,376,84,0.22340425531914893
267,90,28,0.3111111111111111
268,408,84,0.20588235294117646
269,92,19,0.20652173913043478
270,275,66,0.24
271,272,63,0.23161764705882354
272,343,73,0.21282798833819241
273,338,77,0.22781065088757396
274,136,38,0.27941176470588236
275,317,57,0.17981072555205047
276,152,33,0.21710526315789475
277,173,30,0.17341040462427745
278,175,37,0.21142857142857144
279,189,42,0.2222222222222222
280,132,27,0.20454545454545456
281,109,19,0.1743119266055046
282,384,96,0.25
283,404,84,0.2079207920792079
284,123,25,0.2032520325203252
285,215,44,0.20465116279069767
286,99,20,0.20202020202020202
287,217,53,0.24423963133640553
288,265,50,0.18867924528301888
289,202,49,0.24257425742574257
290,175,24,0.13714285714285715
291,166,48,0.2891566265060241
292,225,52,0.2311111111111111
293,376,82,0.21808510638297873
294,146,43,0.2945205479452055
295,219,57,0.2602739726027397
296,277,52,0.18772563176895307
297,282,67,0.2375886524822695
298,344,79,0.22965116279069767
299,190,47,0.24736842105263157
300,140,30,0.21428571428571427
301,317,66,0.2082018927444795
302,325,51,0.15692307692307692
303,285,60,0.21052631578947367
304,196,37,0.18877551020408162
305,415,90,0.21686746987951808
306,240,45,0.1875
307,138,26,0.18840579710144928
308,287,70,0.24390243902439024
309,199,47,0.23618090452261306
310,213,39,0.18309859154929578
311,126,31,0.24603174603174602
312,216,49,0.22685185185185186
313,282,55,0.1950354609929078
314,131,17,0.1297709923664122
315,390,82,0.21025641025641026
316,99,12,0.12121212121212122
317,324,68,0.20987654320987653
318,383,72,0.18798955613577023
319,344,83,0.24127906976744187
320,246,41,0.16666666666666666
321,179,45,0.25139664804469275
322,165,33,0.2
323,349,84,0.24068767908309455
324,296,65,0.2195945945945946
325,127,13,0.10236220472440945
326,366,63,0.1721311475409836
327,269,50,0.18587360594795538
328,188,47,0.25
329,156,29,0.1858974358974359
330,214,50,0.2336448598130841
331,135,20,0.14814814814814814
332,272,58,0.21323529411764705
333,120,26,0.21666666666666667
334,336,78,0.23214285714285715
335,259,72,0.277992277992278
336,338,78,0.23076923076923078
337,378,64,0.1693121693121693
338,382,95,0.2486910994764398
339,323,82,0.25386996904024767
340,304,75,0.24671052631578946
341,152,34,0.2236842105263158
342,123,21,0.17073170731707318
343,138,38,0.2753623188405797
344,320,74,0.23125
345,350,73,0.20857142857142857
346,180,31,0.17222222222222222
347,362,80,0.22099447513812154
348,381,75,0.1968503937007874
349,78,15,0.19230769230769232
350,299,79,0.26421404682274247
351,256,66,0.2578125
352,305,63,0.20655737704918034
353,429,83,0.19347319347319347
354,314,60,0.1910828025477707
355,354,91,0.2570621468926554
356,376,79,0.21010638297872342
357,174,25,0.14367816091954022
358,112,28,0.25
359,283,68,0.24028268551236748
360,367,83,0.22615803814713897
361,326,77,0.2361963190184049
362,297,61,0.2053872053872054
363,369,80,0.21680216802168023
364,362,69,0.19060773480662985
365,189,42,0.2222222222222222
366,212,47,0.22169811320754718
367,129,47,0.3643410852713178
368,111,21,0.1891891891891892
369,331,70,0.21148036253776434
370,254,54,0.2125984251968504
371,264,60,0.22727272727272727
372,102,29,0.28431372549019607
373,301,67,0.22259136212624583
374,160,31,0.19375
375,383,78,0.20365535248041775
376,341,75,0.21994134897360704
377,252,62,0.24603174603174602
378,376,89,0.23670212765957446
379,118,19,0.16101694915254236
380,183,35,0.1912568306010929
381,423,88,0.20803782505910165
382,238,42,0.17647058823529413
383,340,57,0.1676470588235294
384,339,66,0.19469026548672566
385,97,12,0.12371134020618557
386,183,39,0.21311475409836064
387,92,19,0.20652173913043478
388,416,68,0.16346153846153846
389,129,30,0.23255813953488372
390,308,77,0.25
391,142,27,0.19014084507042253
392,80,16,0.2
393,305,59,0.19344262295081968
394,302,68,0.2251655629139073
395,336,70,0.20833333333333334
396,133,34,0.2556390977443609
397,81,22,0.2716049382716049
398,93,18,0.1935483870967742
399,339,70,0.20648967551622419
400,363,88,0.24242424242424243
401,266,47,0.17669172932330826
402,201,33,0.16417910447761194
403,278,59,0.21223021582733814
404,145,24,0.16551724137931034
405,136,23,0.16911764705882354
406,289,55,0.1903114186851211
407,211,42,0.1990521327014218
408,232,37,0.15948275862068967
409,301,68,0.22591362126245848
410,224,46,0.20535714285714285
411,435,83,0.19080459770114944
412,385,81,0.21038961038961038
413,132,31,0.23484848484848486
414,317,68,0.21451104100946372
415,409,85,0.2078239608801956
416,72,26,0.3611111111111111
417,103,28,0.27184466019417475
418,333,73,0.21921921921921922
419,197,58,0.29441624365482233
420,309,65,0.21035598705501618
421,79,17,0.21518987341772153
422,299,65,0.21739130434782608
423,107,19,0.17757009345794392
424,190,46,0.24210526315789474
425,345,61,0.17681159420289855
426,284,66,0.2323943661971831
427,136,38,0.27941176470588236
428,205,42,0.2048780487804878
429,257,50,0.19455252918287938
430,299,65,0.21739130434782608
431,98,20,0.20408163265306123
432,209,61,0.291866028708134
433,142,19,0.13380281690140844
434,303,77,0.25412541254125415
435,132,25,0.1893939393939394
436,168,40,0.23809523809523808
437,310,58,0.1870967741935484
438,167,36,0.2155688622754491
439,334,70,0.20958083832335328
440,125,36,0.288
441,368,78,0.21195652173913043
442,128,41,0.3203125
443,288,68,0.2361111111111111
444,210,49,0.23333333333333334
445,290,47,0.16206896551724137
446,229,49,0.21397379912663755
447,360,94,0.2611111111111111
448,276,46,0.16666666666666666
449,155,37,0.23870967741935484
450,212,55,0.25943396226415094
451,174,46,0.26436781609195403
452,138,42,0.30434782608695654
453,377,91,0.2413793103448276
454,159,30,0.18867924528301888
455,385,99,0.2571428571428571
456,153,32,0.20915032679738563
457,403,104,0.25806451612903225
458,110,30,0.2727272727272727
459,327,65,0.19877675840978593
460,123,22,0.17886178861788618
461,228,46,0.20175438596491227
462,261,66,0.25287356321839083
463,197,47,0.23857868020304568
464,171,42,0.24561403508771928
465,334,84,0.25149700598802394
466,268,53,0.19776119402985073
467,284,58,0.20422535211267606
468,194,41,0.211340206185567
469,165,42,0.2545454545454545
470,247,71,0.2874493927125506
471,182,49,0.2692307692307692
472,267,63,0.23595505617977527
473,212,49,0.23113207547169812
474,219,56,0.2557077625570776
475,202,47,0.23267326732673269
476,226,52,0.23008849557522124
477,209,42,0.20095693779904306
478,329,72,0.2188449848024316
479,242,55,0.22727272727272727
480,101,30,0.297029702970297
481,246,44,0.17886178861788618
482,189,40,0.21164021164021163
483,83,23,0.27710843373493976
484,194,38,0.1958762886597938
485,271,54,0.1992619926199262
486,131,28,0.21374045801526717
487,204,61,0.29901960784313725
488,304,77,0.2532894736842105
489,151,31,0.2052980132450331
490,146,28,0.1917808219178082
491,251,63,0.250996015936255
492,349,73,0.20916905444126074
493,96,15,0.15625
494,84,18,0.21428571428571427
495,93,18,0.1935483870967742
496,247,53,0.2145748987854251
497,102,17,0.16666666666666666
498,133,35,0.2631578947368421
499,205,49,0.23902439024390243
500,134,22,0.16417910447761194
501,334,68,0.20359281437125748
502,324,79,0.24382716049382716
503,312,60,0.19230769230769232
504,184,25,0.1358695652173913
505,400,86,0.215
506,117,27,0.23076923076923078
507,141,33,0.23404255319148937
508,405,108,0.26666666666666666
509,373,77,0.2064343163538874
510,384,83,0.21614583333333334
511,324,59,0.18209876543209877
512,107,27,0.2523364485981308
513,240,46,0.19166666666666668
514,240,55,0.22916666666666666
515,183,35,0.1912568306010929
516,306,62,0.20261437908496732
517,175,29,0.1657142857142857
518,244,44,0.18032786885245902
519,196,58,0.29591836734693877
520,300,77,0.25666666666666665
521,316,62,0.1962025316455696
522,192,57,0.296875
523,322,81,0.2515527950310559
524,405,96,0.23703703703703705
525,221,59,0.2669683257918552
526,298,53,0.17785234899328858
527,76,16,0.21052631578947367
528,287,70,0.24390243902439024
529,117,34,0.2905982905982906
530,89,24,0.2696629213483146
531,283,69,0.24381625441696114
532,178,44,0.24719101123595505
533,99,16,0.16161616161616163
534,384,92,0.23958333333333334
535,121,25,0.2066115702479339
536,201,47,0.23383084577114427
537,330,89,0.2696969696969697
538,199,45,0.22613065326633167
539,363,74,0.20385674931129477
540,163,39,0.2392638036809816
541,381,70,0.1837270341207349
542,296,68,0.22972972972972974
543,233,54,0.2317596566523605
544,106,24,0.22641509433962265
545,335,80,0.23880597014925373
546,380,77,0.2026315789473684
547,314,75,0.23885350318471338
548,288,62,0.2152777777777778
549,80,24,0.3
550,294,71,0.24149659863945577
551,167,43,0.25748502994011974
552,294,66,0.22448979591836735
553,249,65,0.26104417670682734
554,295,48,0.16271186440677965
555,441,82,0.18594104308390022
556,326,56,0.17177914110429449
557,184,41,0.22282608695652173
558,239,45,0.18828451882845187
559,113,23,0.20353982300884957
560,367,75,0.20435967302452315
561,98,27,0.2755102040816326
562,241,56,0.23236514522821577
563,118,26,0.22033898305084745
564,302,74,0.24503311258278146
565,343,86,0.25072886297376096
566,69,25,0.36231884057971014
567,181,44,0.2430939226519337
568,215,54,0.25116279069767444
569,277,64,0.23104693140794225
570,324,65,0.2006172839506173
571,351,84,0.23931623931623933
572,171,42,0.24561403508771928
573,366,89,0.24316939890710382
574,378,93,0.24603174603174602
575,359,88,0.24512534818941503
576,78,14,0.1794871794871795
577,195,43,0.2205128205128205
578,159,33,0.20754716981132076
579,418,81,0.1937799043062201
580,381,80,0.2099737532808399
581,300,67,0.22333333333333333
582,100,18,0.18
583,173,32,0.18497109826589594
584,110,24,0.21818181818181817
585,141,32,0.22695035460992907
586,90,18,0.2
587,353,82,0.23229461756373937
588,167,31,0.18562874251497005
589,273,59,0.21611721611721613
590,332,58,0.1746987951807229
591,112,29,0.25892857142857145
592,425,85,0.2
593,220,49,0.22272727272727272
594,254,60,0.23622047244094488
595,104,37,0.3557692307692308
596,164,36,0.21951219512195122
597,382,73,0.19109947643979058
598,351,73,0.20797720797720798
599,140,32,0.22857142857142856
600,163,34,0.2085889570552147
601,203,49,0.2413793103448276
602,346,70,0.2023121387283237
603,335,82,0.24477611940298508
604,311,53,0.17041800643086816
605,124,32,0.25806451612903225
606,275,62,0.22545454545454546
607,297,68,0.22895622895622897
608,76,16,0.21052631578947367
609,319,69,0.21630094043887146
610,377,83,0.22015915119363394
611,259,69,0.26640926640926643
612,120,27,0.225
613,324,79,0.24382716049382716
614,232,40,0.1724137931034483
615,368,76,0.20652173913043478
616,147,27,0.1836734693877551
617,255,45,0.17647058823529413
618,138,30,0.21739130434782608
619,326,80,0.24539877300613497
620,200,40,0.2
621,394,80,0.20304568527918782
622,242,58,0.2396694214876033
623,263,67,0.25475285171102663
624,413,103,0.24939467312348668
625,384,99,0.2578125
626,168,42,0.25
627,329,84,0.2553191489361702
628,285,70,0.24561403508771928
629,384,109,0.2838541666666667
630,128,34,0.265625
631,287,64,0.2229965156794425
632,289,65,0.22491349480968859
633,98,25,0.25510204081632654
634,358,88,0.24581005586592178
635,189,58,0.30687830687830686
636,92,24,0.2608695652173913
637,406,87,0.21428571428571427
638,96,26,0.2708333333333333
639,305,74,0.24262295081967214
640,390,83,0.2128205128205128
641,245,52,0.21224489795918366
642,357,81,0.226890756302521
643,369,80,0.21680216802168023
644,262,64,0.24427480916030533
645,206,41,0.19902912621359223
646,261,76,0.29118773946360155
647,192,31,0.16145833333333334
648,218,75,0.3440366972477064
649,106,24,0.22641509433962265
650,188,33,0.17553191489361702
651,349,81,0.23209169054441262
652,330,80,0.24242424242424243
653,121,28,0.23140495867768596
654,253,59,0.233201581027668
655,216,43,0.19907407407407407
656,318,80,0.25157232704402516
657,428,65,0.15186915887850466
658,381,109,0.28608923884514437
659,191,41,0.21465968586387435
660,282,56,0.19858156028368795
661,368,95,0.25815217391304346
662,296,79,0.2668918918918919
663,397,101,0.25440806045340053
664,102,19,0.18627450980392157
665,113,25,0.22123893805309736
666,260,45,0.17307692307692307
667,376,101,0.26861702127659576
668,155,31,0.2
669,401,90,0.22443890274314215
670,342,73,0.2134502923976608
671,155,29,0.1870967741935484
672,135,33,0.24444444444444444
673,327,76,0.2324159021406728
674,236,58,0.2457627118644068
675,134,38,0.2835820895522388
676,313,82,0.26198083067092653
677,148,44,0.2972972972972973
678,233,59,0.2532188841201717
679,109,23,0.21100917431192662
680,407,88,0.21621621621621623
681,229,57,0.24890829694323144
682,333,78,0.23423423423423423
683,337,78,0.2314540059347181
684,315,69,0.21904761904761905
685,171,44,0.2573099415204678
686,391,88,0.22506393861892582
687,424,92,0.2169811320754717
688,142,41,0.2887323943661972
689,332,82,0.2469879518072289
690,140,31,0.22142857142857142
691,368,72,0.1956521739130435
692,203,45,0.22167487684729065
693,159,42,0.2641509433962264
694,341,67,0.19648093841642228
695,149,29,0.19463087248322147
696,90,23,0.25555555555555554
697,222,62,0.27927927927927926
698,145,41,0.2827586206896552
699,409,82,0.20048899755501223
700,299,76,0.25418060200668896
701,248,51,0.2056451612903226
702,305,89,0.29180327868852457
703,188,45,0.2393617021276596
704,330,76,0.23030303030303031
705,390,92,0.2358974358974359
706,383,84,0.2193211488250653
707,159,37,0.23270440251572327
708,356,77,0.21629213483146068
709,190,49,0.2578947368421053
710,275,59,0.21454545454545454
711,205,47,0.22926829268292684
712,388,86,0.22164948453608246
713,284,71,0.25
714,385,77,0.2
715,350,62,0.17714285714285713
716,134,20,0.14925373134328357
717,227,52,0.2290748898678414
718,279,52,0.1863799283154122
719,94,23,0.24468085106382978
720,241,51,0.21161825726141079
721,166,37,0.22289156626506024
722,363,77,0.21212121212121213
723,268,49,0.1828358208955224
724,336,79,0.23511904761904762
725,217,46,0.2119815668202765
726,249,59,0.23694779116465864
727,368,90,0.24456521739130435
728,393,83,0.21119592875318066
729,191,32,0.16753926701570682
730,149,28,0.18791946308724833
731,354,90,0.2542372881355932
732,394,80,0.20304568527918782
733,265,80,0.3018867924528302
734,127,40,0.31496062992125984
735,79,22,0.27848101265822783
736,406,103,0.2536945812807882
737,132,32,0.24242424242424243
738,357,88,0.24649859943977592
739,388,81,0.20876288659793815
740,141,33,0.23404255319148937
741,205,56,0.2731707317073171
742,294,79,0.2687074829931973
743,394,84,0.2131979695431472
744,97,35,0.36082474226804123
745,80,13,0.1625
746,260,65,0.25
747,218,41,0.18807339449541285
748,129,20,0.15503875968992248
749,256,62,0.2421875
750,188,51,0.2712765957446808
751,265,65,0.24528301886792453
752,322,74,0.22981366459627328
753,70,11,0.15714285714285714
754,138,32,0.2318840579710145
755,315,94,0.2984126984126984
756,387,94,0.24289405684754523
757,176,33,0.1875
758,238,43,0.18067226890756302
759,318,64,0.20125786163522014
760,98,21,0.21428571428571427
761,306,71,0.23202614379084968
762,323,81,0.25077399380804954
763,271,54,0.1992619926199262
764,206,41,0.19902912621359223
765,265,63,0.23773584905660378
766,235,46,0.19574468085106383
767,287,85,0.2961672473867596
768,214,31,0.14485981308411214
769,171,34,0.19883040935672514
770,209,42,0.20095693779904306
771,168,38,0.2261904761904762
772,229,58,0.25327510917030566
773,154,31,0.2012987012987013
774,248,48,0.1935483870967742
775,216,48,0.2222222222222222
776,389,95,0.2442159383033419
777,249,50,0.20080321285140562
778,208,56,0.2692307692307692
779,209,53,0.2535885167464115
780,327,64,0.19571865443425077
781,221,60,0.27149321266968324
782,176,40,0.22727272727272727
783,190,50,0.2631578947368421
784,317,75,0.23659305993690852
785,366,89,0.24316939890710382
786,111,33,0.2972972972972973
787,375,91,0.24266666666666667
788,170,41,0.2411764705882353
789,302,74,0.24503311258278146
790,144,37,0.2569444444444444
791,325,70,0.2153846153846154
792,316,68,0.21518987341772153
793,203,44,0.21674876847290642
794,305,75,0.2459016393442623
795,314,77,0.24522292993630573
796,257,61,0.23735408560311283
797,217,56,0.25806451612903225
798,301,57,0.1893687707641196
799,215,39,0.1813953488372093
800,99,13,0.13131313131313133
801,342,75,0.21929824561403508
802,218,51,0.23394495412844038
803,140,30,0.21428571428571427
804,94,20,0.2127659574468085
805,318,52,0.16352201257861634
806,406,86,0.21182266009852216
807,98,23,0.23469387755102042
808,351,111,0.3162393162393162
809,159,39,0.24528301886792453
810,284,74,0.2605633802816901
811,88,18,0.20454545454545456
812,153,27,0.17647058823529413
813,150,34,0.22666666666666666
814,377,89,0.23607427055702918
815,377,74,0.1962864721485411
816,330,60,0.18181818181818182
817,405,90,0.2222222222222222
818,136,39,0.2867647058823529
819,93,22,0.23655913978494625
820,355,63,0.17746478873239438
821,248,47,0.18951612903225806
822,334,80,0.23952095808383234
823,338,86,0.25443786982248523
824,359,74,0.20612813370473537
825,186,51,0.27419354838709675
826,86,15,0.1744186046511628
827,318,72,0.22641509433962265
828,213,56,0.26291079812206575
829,302,76,0.25165562913907286
830,95,21,0.22105263157894736
831,123,20,0.16260162601626016
832,406,70,0.1724137931034483
833,252,48,0.19047619047619047
834,211,68,0.3222748815165877
835,306,84,0.27450980392156865
836,82,20,0.24390243902439024
837,390,62,0.15897435897435896
838,286,80,0.27972027972027974
839,76,21,0.27631578947368424
840,290,75,0.25862068965517243
841,294,66,0.22448979591836735
842,103,20,0.1941747572815534
843,416,84,0.20192307692307693
844,205,40,0.1951219512195122
845,93,22,0.23655913978494625
846,247,55,0.22267206477732793
847,151,33,0.2185430463576159
848,350,68,0.19428571428571428
849,335,81,0.2417910447761194
850,215,58,0.26976744186046514
851,248,52,0.20967741935483872
852,382,92,0.24083769633507854
853,189,45,0.23809523809523808
854,241,50,0.2074688796680498
855,404,77,0.1905940594059406
856,219,48,0.2191780821917808
857,114,19,0.16666666666666666
858,179,35,0.19553072625698323
859,414,97,0.23429951690821257
860,311,59,0.18971061093247588
861,324,60,0.18518518518518517
862,197,44,0.2233502538071066
863,122,36,0.29508196721311475
864,83,19,0.2289156626506024
865,197,41,0.20812182741116753
866,235,47,0.2
867,221,48,0.2171945701357466
868,378,81,0.21428571428571427
869,189,41,0.21693121693121692
870,89,20,0.2247191011235955
871,138,32,0.2318840579710145
872,294,65,0.22108843537414966
873,199,57,0.2864321608040201
874,95,28,0.29473684210526313
875,254,54,0.2125984251968504
876,214,46,0.21495327102803738
877,385,93,0.24155844155844156
878,212,52,0.24528301886792453
879,350,92,0.26285714285714284
880,190,39,0.20526315789473684
881,309,68,0.22006472491909385
882,337,86,0.2551928783382789
883,211,46,0.21800947867298578
884,374,67,0.17914438502673796
885,210,53,0.2523809523809524
886,274,76,0.2773722627737226
887,314,69,0.2197452229299363
888,307,64,0.20846905537459284
889,147,43,0.2925170068027211
890,259,54,0.2084942084942085
891,313,71,0.2268370607028754
892,252,56,0.2222222222222222
893,169,43,0.25443786982248523
894,154,40,0.2597402597402597
895,343,86,0.25072886297376096
896,119,27,0.226890756302521
897,364,64,0.17582417582417584
898,349,74,0.21203438395415472
899,256,66,0.2578125
900,238,45,0.18907563025210083
901,102,24,0.23529411764705882
902,406,84,0.20689655172413793
903,244,56,0.22950819672131148
904,240,39,0.1625
905,363,69,0.19008264462809918
906,92,18,0.1956521739130435
907,148,42,0.28378378378378377
908,266,56,0.21052631578947367
909,356,71,0.199438202247191
910,275,64,0.23272727272727273
911,192,46,0.23958333333333334
912,275,51,0.18545454545454546
913,158,42,0.26582278481012656
914,280,66,0.2357142857142857
915,120,17,0.14166666666666666
916,195,43,0.2205128205128205
917,173,44,0.2543352601156069
918,140,26,0.18571428571428572
919,318,76,0.2389937106918239
920,337,72,0.21364985163204747
921,327,80,0.24464831804281345
922,193,28,0.14507772020725387
923,379,88,0.23218997361477572
924,187,41,0.2192513368983957
925,213,44,0.20657276995305165
926,270,66,0.24444444444444444
927,157,37,0.2356687898089172
928,258,58,0.2248062015503876
929,168,36,0.21428571428571427
930,372,86,0.23118279569892472
931,167,28,0.16766467065868262
932,240,54,0.225
933,157,37,0.2356687898089172
934,143,37,0.25874125874125875
935,211,50,0.23696682464454977
936,332,70,0.21084337349397592
937,354,70,0.1977401129943503
938,293,69,0.2354948805460751
939,254,60,0.23622047244094488
940,284,56,0.19718309859154928
941,340,69,0.20294117647058824
942,131,27,0.20610687022900764
943,155,40,0.25806451612903225
944,335,76,0.22686567164179106
945,395,66,0.1670886075949367
946,337,85,0.2522255192878338
